image_id,star_id,filter,time_utc,airmass,exposure_sec,instrumental_mag,mag_uncertainty
N007-IMG-0147,STD_011,R,2025-09-18T05:24:00Z,1.05,25,-11.6924,0.013
N007-IMG-0148,STD_011,R,2025-09-18T06:31:00Z,1.4548,25,-11.6993,0.013
N007-IMG-0149,STD_011,R,2025-09-18T07:38:00Z,1.8524,25,-11.6411,0.013
N007-IMG-0150,STD_012,R,2025-09-18T05:45:00Z,1.0714,25,-11.2052,0.013
N007-IMG-0151,STD_012,R,2025-09-18T06:52:00Z,1.4548,25,-11.1687,0.013
N007-IMG-0152,STD_012,R,2025-09-18T07:59:00Z,1.8381,25,-11.1174,0.013
N007-IMG-0153,STD_013,R,2025-09-18T05:06:00Z,1.0714,25,-10.1065,0.013
N007-IMG-0154,STD_013,R,2025-09-18T06:13:00Z,1.4548,25,-10.06,0.013
N007-IMG-0155,STD_013,R,2025-09-18T07:20:00Z,1.8238,25,-10.0087,0.013
N007-IMG-0156,STD_014,R,2025-09-18T05:27:00Z,1.0786,25,-10.6532,0.013
N007-IMG-0157,STD_014,R,2025-09-18T06:34:00Z,1.4333,25,-10.6066,0.013
N007-IMG-0158,STD_014,R,2025-09-18T07:41:00Z,1.8167,25,-10.5332,0.013
N007-IMG-0159,PROG_A1,R,2025-09-18T06:35:00Z,1.4397,45,-8.8548,0.013
N007-IMG-0160,PROG_A1,R,2025-09-18T07:40:00Z,1.8167,45,-9.0713,0.013
N007-IMG-0161,PROG_A2,R,2025-09-18T06:45:00Z,1.4906,45,-9.4294,0.013
N007-IMG-0162,PROG_A2,R,2025-09-18T07:50:00Z,1.8612,45,-9.3819,0.013
N007-IMG-0163,PROG_B1,R,2025-09-18T06:55:00Z,1.4906,45,-8.993,0.013
N007-IMG-0164,PROG_B1,R,2025-09-18T07:00:00Z,1.8612,45,-8.9233,0.013
N007-IMG-0165,PROG_B2,R,2025-09-18T06:05:00Z,1.4397,45,-9.7779,0.013
N007-IMG-0166,PROG_B2,R,2025-09-18T07:10:00Z,1.8167,45,-9.72,0.013
N007-IMG-0167,PROG_C1,R,2025-09-18T06:15:00Z,1.4779,45,-10.187,0.013
N007-IMG-0168,PROG_C1,R,2025-09-18T07:20:00Z,1.8803,45,-10.3366,0.013
N007-IMG-0169,PROG_C2,R,2025-09-18T06:25:00Z,1.4588,45,-9.1932,0.013
N007-IMG-0170,PROG_C2,R,2025-09-18T07:30:00Z,1.8294,45,-9.1664,0.013
N007-IMG-0171,PROG_D1,R,2025-09-18T06:35:00Z,1.4652,45,-9.987,0.013
N007-IMG-0172,PROG_D1,R,2025-09-18T07:40:00Z,1.8676,45,-9.9264,0.013
N007-IMG-0173,PROG_D2,R,2025-09-18T06:45:00Z,1.4397,45,-9.6939,0.013
N007-IMG-0174,PROG_D2,R,2025-09-18T07:50:00Z,1.8421,45,-9.6657,0.013
