image_id,star_id,filter,time_utc,airmass,exposure_sec,instrumental_mag,mag_uncertainty
N012-IMG-0025,STD_009,B,2025-09-23T04:00:00Z,1.1,45,-10.3285,0.012
N012-IMG-0026,STD_009,B,2025-09-23T05:06:00Z,1.5,45,-10.2022,0.012
N012-IMG-0027,STD_009,B,2025-09-23T06:12:00Z,1.9,45,-10.1103,0.012
N012-IMG-0028,STD_010,B,2025-09-23T04:00:00Z,1.1,45,-8.6255,0.012
N012-IMG-0029,STD_010,B,2025-09-23T05:06:00Z,1.5,45,-8.5087,0.012
N012-IMG-0030,STD_010,B,2025-09-23T06:12:00Z,1.9,45,-8.3916,0.012
N012-IMG-0031,STD_011,B,2025-09-23T04:00:00Z,1.1,45,-9.8685,0.012
N012-IMG-0032,STD_011,B,2025-09-23T05:06:00Z,1.5,45,-9.7535,0.012
N012-IMG-0033,STD_011,B,2025-09-23T06:12:00Z,1.9,45,-9.6493,0.012
N012-IMG-0034,STD_012,B,2025-09-23T04:00:00Z,1.1,45,-9.29,0.012
N012-IMG-0035,STD_012,B,2025-09-23T05:06:00Z,1.5,45,-9.1722,0.012
N012-IMG-0036,STD_012,B,2025-09-23T06:12:00Z,1.9,45,-9.0518,0.012
N012-IMG-0037,STD_013,B,2025-09-23T04:00:00Z,1.1,45,-7.8297,0.012
N012-IMG-0038,STD_013,B,2025-09-23T05:06:00Z,1.5,45,-7.7298,0.012
N012-IMG-0039,STD_013,B,2025-09-23T06:12:00Z,1.9,45,-7.6082,0.012
N012-IMG-0040,STD_001,V,2025-09-23T04:00:00Z,1.1,45,-8.811,0.012
N012-IMG-0041,STD_001,V,2025-09-23T05:06:00Z,1.5,45,-8.7594,0.012
N012-IMG-0042,STD_001,V,2025-09-23T06:12:00Z,1.9,45,-8.7192,0.012
N012-IMG-0043,STD_002,V,2025-09-23T04:00:00Z,1.1,45,-9.5345,0.012
N012-IMG-0044,STD_002,V,2025-09-23T05:06:00Z,1.5,45,-9.4942,0.012
N012-IMG-0045,STD_002,V,2025-09-23T06:12:00Z,1.9,45,-9.4442,0.012
N012-IMG-0046,STD_003,V,2025-09-23T04:00:00Z,1.1,45,-9.9608,0.012
N012-IMG-0047,STD_003,V,2025-09-23T05:06:00Z,1.5,45,-9.9105,0.012
N012-IMG-0048,STD_003,V,2025-09-23T06:12:00Z,1.9,45,-9.8621,0.012
N012-IMG-0049,STD_004,V,2025-09-23T04:00:00Z,1.1,45,-9.0744,0.012
N012-IMG-0050,STD_004,V,2025-09-23T05:06:00Z,1.5,45,-9.0298,0.012
N012-IMG-0051,STD_004,V,2025-09-23T06:12:00Z,1.9,45,-8.9799,0.012
N012-IMG-0052,STD_005,V,2025-09-23T04:00:00Z,1.1,45,-8.4518,0.012
N012-IMG-0053,STD_005,V,2025-09-23T05:06:00Z,1.5,45,-8.3948,0.012
N012-IMG-0054,STD_005,V,2025-09-23T06:12:00Z,1.9,45,-8.3616,0.012
N012-IMG-0055,STD_006,V,2025-09-23T04:00:00Z,1.1,45,-10.8397,0.012
N012-IMG-0056,STD_006,V,2025-09-23T05:06:00Z,1.5,45,-10.7878,0.012
N012-IMG-0057,STD_006,V,2025-09-23T06:12:00Z,1.9,45,-10.7344,0.012
N012-IMG-0058,STD_007,V,2025-09-23T04:00:00Z,1.1,45,-9.7076,0.012
N012-IMG-0059,STD_007,V,2025-09-23T05:06:00Z,1.5,45,-9.655,0.012
N012-IMG-0060,STD_007,V,2025-09-23T06:12:00Z,1.9,45,-9.614,0.012
N012-IMG-0061,STD_008,V,2025-09-23T04:00:00Z,1.1,45,-8.0817,0.012
N012-IMG-0062,STD_008,V,2025-09-23T05:06:00Z,1.5,45,-8.0334,0.012
N012-IMG-0063,STD_008,V,2025-09-23T06:12:00Z,1.9,45,-7.9744,0.012
N012-IMG-0064,STD_009,V,2025-09-23T04:00:00Z,1.1,45,-10.973,0.012
N012-IMG-0065,STD_009,V,2025-09-23T05:06:00Z,1.5,45,-10.9276,0.012
N012-IMG-0066,STD_009,V,2025-09-23T06:12:00Z,1.9,45,-10.8653,0.012
N012-IMG-0067,STD_010,V,2025-09-23T04:00:00Z,1.1,45,-9.2782,0.012
N012-IMG-0068,STD_010,V,2025-09-23T05:06:00Z,1.5,45,-9.2269,0.012
N012-IMG-0069,STD_010,V,2025-09-23T06:12:00Z,1.9,45,-9.1805,0.012
N012-IMG-0070,STD_011,V,2025-09-23T04:00:00Z,1.1,45,-10.4991,0.012
N012-IMG-0071,STD_011,V,2025-09-23T05:06:00Z,1.5,45,-10.4384,0.012
N012-IMG-0072,STD_011,V,2025-09-23T06:12:00Z,1.9,45,-10.3945,0.012
N012-IMG-0073,STD_012,V,2025-09-23T04:00:00Z,1.1,45,-9.95,0.012
N012-IMG-0074,STD_012,V,2025-09-23T05:06:00Z,1.5,45,-9.897,0.012
N012-IMG-0075,STD_012,V,2025-09-23T06:12:00Z,1.9,45,-9.8449,0.012
N012-IMG-0076,STD_013,V,2025-09-23T04:00:00Z,1.1,45,-8.7231,0.012
N012-IMG-0077,STD_013,V,2025-09-23T05:06:00Z,1.5,45,-8.6857,0.012
N012-IMG-0078,STD_013,V,2025-09-23T06:12:00Z,1.9,45,-8.6423,0.012
N012-IMG-0079,STD_001,R,2025-09-23T04:30:00Z,1.5,45,-9.2355,0.012
N012-IMG-0080,STD_002,R,2025-09-23T04:30:00Z,1.5,45,-9.9254,0.012
N012-IMG-0081,STD_003,R,2025-09-23T04:30:00Z,1.5,45,-10.3105,0.012
N012-IMG-0082,STD_004,R,2025-09-23T04:30:00Z,1.5,45,-9.5063,0.012
N012-IMG-0083,STD_005,R,2025-09-23T04:30:00Z,1.5,45,-8.9138,0.012
N012-IMG-0084,PROG_A1,B,2025-09-23T12:24:00Z,1.7961,30,-8.3506,0.0092
N012-IMG-0085,PROG_A2,B,2025-09-23T12:30:00Z,1.1284,30,-8.5603,0.0135
N012-IMG-0086,PROG_B1,B,2025-09-23T12:35:00Z,1.3268,30,-8.8773,0.01
N012-IMG-0087,PROG_B2,B,2025-09-23T12:42:00Z,1.7611,30,-8.792,0.0106
N012-IMG-0088,PROG_C1,B,2025-09-23T12:48:00Z,1.5862,30,-8.0193,0.0089
N012-IMG-0089,PROG_C2,B,2025-09-23T12:54:00Z,1.5083,30,-8.8252,0.0108
N012-IMG-0090,PROG_D1,B,2025-09-23T13:00:00Z,1.0043,30,-8.4435,0.0106
N012-IMG-0091,PROG_D2,B,2025-09-23T13:05:00Z,1.8895,30,-8.9234,0.0135
N012-IMG-0092,PROG_A1,V,2025-09-23T13:12:00Z,1.5132,30,-8.3816,0.0168
N012-IMG-0093,PROG_A2,V,2025-09-23T13:18:00Z,2.0847,30,-8.4928,0.0135
N012-IMG-0094,PROG_B1,V,2025-09-23T13:24:00Z,2.0015,30,-8.6475,0.0093
N012-IMG-0095,PROG_B2,V,2025-09-23T13:30:00Z,1.3699,30,-8.5842,0.017
N012-IMG-0096,PROG_C1,V,2025-09-23T13:36:00Z,1.9553,30,-8.0884,0.0101
N012-IMG-0097,PROG_C2,V,2025-09-23T13:42:00Z,1.2994,30,-8.9931,0.009
N012-IMG-0098,PROG_D1,V,2025-09-23T13:48:00Z,1.9361,30,-8.2713,0.0142
N012-IMG-0099,PROG_D2,V,2025-09-23T13:54:00Z,1.1855,30,-8.7039,0.0173
N012-IMG-0100,PROG_A1,R,2025-09-23T14:00:00Z,2.0375,30,-7.9587,0.0168
N012-IMG-0101,PROG_A2,R,2025-09-23T14:06:00Z,1.0297,30,-8.5815,0.0154
N012-IMG-0102,PROG_B1,R,2025-09-23T14:12:00Z,1.3986,30,-8.0101,0.0166
N012-IMG-0103,PROG_B2,R,2025-09-23T14:18:00Z,1.9729,30,-8.7275,0.0107
N012-IMG-0104,PROG_C1,R,2025-09-23T14:24:00Z,1.9448,30,-8.0265,0.0166
N012-IMG-0105,PROG_C2,R,2025-09-23T14:30:00Z,1.2669,30,-8.1178,0.0162
N012-IMG-0106,PROG_D1,R,2025-09-23T14:36:00Z,1.5524,30,-8.6816,0.0103
N012-IMG-0107,PROG_D2,R,2025-09-23T14:42:00Z,1.0284,30,-7.9974,0.0099
