image_id,star_id,filter,time_utc,airmass,exposure_sec,instrumental_mag,mag_uncertainty
N009-IMG-0073,STD_005,V,2025-09-20T07:46:00Z,1.8381,30,-9.068,0.011
N009-IMG-0074,STD_006,V,2025-09-20T05:53:00Z,1.05,30,-11.5925,0.011
N009-IMG-0075,STD_006,V,2025-09-20T06:00:00Z,1.4333,30,-11.5534,0.011
N009-IMG-0076,STD_006,V,2025-09-20T07:07:00Z,1.8524,30,-11.475,0.011
N009-IMG-0077,STD_007,V,2025-09-20T05:14:00Z,1.0929,30,-10.4444,0.011
N009-IMG-0078,STD_007,V,2025-09-20T06:21:00Z,1.4619,30,-10.4123,0.011
N009-IMG-0079,STD_007,V,2025-09-20T07:28:00Z,1.8167,30,-10.3491,0.011
N009-IMG-0080,STD_008,V,2025-09-20T05:35:00Z,1.0643,30,-8.8311,0.011
N009-IMG-0081,STD_008,V,2025-09-20T06:42:00Z,1.4476,30,-8.7835,0.011
N009-IMG-0082,STD_008,V,2025-09-20T07:49:00Z,1.8167,30,-8.7183,0.011
N009-IMG-0083,STD_009,V,2025-09-20T05:56:00Z,1.0857,30,-11.7334,0.011
N009-IMG-0084,STD_009,V,2025-09-20T06:03:00Z,1.4333,30,-11.6746,0.011
N009-IMG-0085,STD_009,V,2025-09-20T07:10:00Z,1.8381,30,-11.6103,0.011
N009-IMG-0086,STD_010,V,2025-09-20T05:17:00Z,1.05,30,-10.0575,0.011
N009-IMG-0087,STD_010,V,2025-09-20T06:24:00Z,1.4405,30,-9.9669,0.011
N009-IMG-0088,STD_010,V,2025-09-20T07:31:00Z,1.8524,30,-9.9326,0.011
N009-IMG-0089,STD_011,V,2025-09-20T05:38:00Z,1.0857,30,-11.2524,0.011
N009-IMG-0090,STD_011,V,2025-09-20T06:45:00Z,1.469,30,-11.1992,0.011
N009-IMG-0091,STD_011,V,2025-09-20T07:52:00Z,1.8238,30,-11.1255,0.011
N009-IMG-0092,STD_012,V,2025-09-20T05:59:00Z,1.0929,30,-10.7021,0.011
N009-IMG-0093,STD_012,V,2025-09-20T06:06:00Z,1.4619,30,-10.6308,0.011
N009-IMG-0094,STD_012,V,2025-09-20T07:13:00Z,1.8452,30,-10.5652,0.011
N009-IMG-0095,STD_013,V,2025-09-20T05:20:00Z,1.0929,30,-9.4895,0.011
N009-IMG-0096,STD_013,V,2025-09-20T06:27:00Z,1.4476,30,-9.4258,0.011
N009-IMG-0097,STD_013,V,2025-09-20T07:34:00Z,1.8452,30,-9.3551,0.011
N009-IMG-0098,STD_014,V,2025-09-20T05:41:00Z,1.0929,30,-10.1274,0.011
N009-IMG-0099,STD_014,V,2025-09-20T06:48:00Z,1.4762,30,-10.0552,0.011
N009-IMG-0100,STD_014,V,2025-09-20T07:55:00Z,1.8452,30,-10.0046,0.011
N009-IMG-0101,PROG_A1,V,2025-09-20T06:45:00Z,1.4842,60,-8.8335,0.011
N009-IMG-0102,PROG_A1,V,2025-09-20T07:50:00Z,1.8485,60,-8.5851,0.011
N009-IMG-0103,PROG_A2,V,2025-09-20T06:55:00Z,1.497,60,-8.6974,0.011
N009-IMG-0104,PROG_A2,V,2025-09-20T07:00:00Z,1.8739,60,-8.6278,0.011
N009-IMG-0105,PROG_B1,V,2025-09-20T06:05:00Z,1.4906,60,-8.3311,0.011
N009-IMG-0106,PROG_B1,V,2025-09-20T07:10:00Z,1.8803,60,-8.2798,0.011
N009-IMG-0107,PROG_B2,V,2025-09-20T06:15:00Z,1.4524,60,-9.1955,0.011
N009-IMG-0108,PROG_B2,V,2025-09-20T07:20:00Z,1.823,60,-9.1274,0.011
N009-IMG-0109,PROG_C1,V,2025-09-20T06:25:00Z,1.4652,60,-9.4075,0.011
N009-IMG-0110,PROG_C1,V,2025-09-20T07:30:00Z,1.8676,60,-9.4187,0.011
N009-IMG-0111,PROG_C2,V,2025-09-20T06:35:00Z,1.4461,60,-8.4518,0.011
N009-IMG-0112,PROG_C2,V,2025-09-20T07:40:00Z,1.8485,60,-8.3712,0.011
N009-IMG-0113,PROG_D1,V,2025-09-20T06:45:00Z,1.4779,60,-9.3484,0.011
N009-IMG-0114,PROG_D1,V,2025-09-20T07:50:00Z,1.8803,60,-9.2602,0.011
N009-IMG-0115,PROG_D2,V,2025-09-20T06:55:00Z,1.4461,60,-9.0788,0.011
N009-IMG-0116,PROG_D2,V,2025-09-20T07:00:00Z,1.8485,60,-9.072,0.011
N009-IMG-0117,STD_001,R,2025-09-20T05:54:00Z,1.0929,25,-10.2195,0.011
N009-IMG-0118,STD_001,R,2025-09-20T06:01:00Z,1.4762,25,-10.2519,0.011
N009-IMG-0119,STD_001,R,2025-09-20T07:08:00Z,1.8167,25,-10.2562,0.011
N009-IMG-0120,STD_002,R,2025-09-20T05:15:00Z,1.05,25,-10.895,0.011
N009-IMG-0121,STD_002,R,2025-09-20T06:22:00Z,1.4548,25,-10.9581,0.011
N009-IMG-0122,STD_002,R,2025-09-20T07:29:00Z,1.8238,25,-10.971,0.011
N009-IMG-0123,STD_003,R,2025-09-20T05:36:00Z,1.0786,25,-11.3301,0.011
N009-IMG-0124,STD_003,R,2025-09-20T06:43:00Z,1.4619,25,-11.3389,0.011
N009-IMG-0125,STD_003,R,2025-09-20T07:50:00Z,1.831,25,-11.3458,0.011
N009-IMG-0126,STD_004,R,2025-09-20T05:57:00Z,1.0786,25,-10.5212,0.011
N009-IMG-0127,STD_004,R,2025-09-20T06:04:00Z,1.4476,25,-10.5251,0.011
N009-IMG-0128,STD_004,R,2025-09-20T07:11:00Z,1.831,25,-10.5413,0.011
N009-IMG-0129,STD_005,R,2025-09-20T05:18:00Z,1.0786,25,-9.9044,0.011
N009-IMG-0130,STD_005,R,2025-09-20T06:25:00Z,1.4476,25,-9.9329,0.011
N009-IMG-0131,STD_005,R,2025-09-20T07:32:00Z,1.8524,25,-9.9727,0.011
N009-IMG-0132,STD_006,R,2025-09-20T05:39:00Z,1.05,25,-12.1195,0.011
N009-IMG-0133,STD_006,R,2025-09-20T06:46:00Z,1.4548,25,-12.1433,0.011
N009-IMG-0134,STD_006,R,2025-09-20T07:53:00Z,1.8452,25,-12.1817,0.011
N009-IMG-0135,STD_007,R,2025-09-20T05:00:00Z,1.0571,25,-11.0191,0.011
N009-IMG-0136,STD_007,R,2025-09-20T06:07:00Z,1.4619,25,-11.0424,0.011
N009-IMG-0137,STD_007,R,2025-09-20T07:14:00Z,1.8524,25,-11.0613,0.011
N009-IMG-0138,STD_008,R,2025-09-20T05:21:00Z,1.0857,25,-9.6338,0.011
N009-IMG-0139,STD_008,R,2025-09-20T06:28:00Z,1.4762,25,-9.6874,0.011
N009-IMG-0140,STD_008,R,2025-09-20T07:35:00Z,1.8595,25,-9.6706,0.011
N009-IMG-0141,STD_009,R,2025-09-20T05:42:00Z,1.0857,25,-12.3023,0.011
N009-IMG-0142,STD_009,R,2025-09-20T06:49:00Z,1.4762,25,-12.3068,0.011
N009-IMG-0143,STD_009,R,2025-09-20T07:56:00Z,1.8595,25,-12.3159,0.011
N009-IMG-0144,STD_010,R,2025-09-20T05:03:00Z,1.0643,25,-10.6045,0.011
N009-IMG-0145,STD_010,R,2025-09-20T06:10:00Z,1.4548,25,-10.6477,0.011
N009-IMG-0146,STD_010,R,2025-09-20T07:17:00Z,1.8167,25,-10.6379,0.011
N009-IMG-0147,STD_011,R,2025-09-20T05:24:00Z,1.0571,25,-11.7796,0.011
N009-IMG-0148,STD_011,R,2025-09-20T06:31:00Z,1.4619,25,-11.7902,0.011
N009-IMG-0149,STD_011,R,2025-09-20T07:38:00Z,1.8452,25,-11.8198,0.011
N009-IMG-0150,STD_012,R,2025-09-20T05:45:00Z,1.0571,25,-11.2434,0.011
N009-IMG-0151,STD_012,R,2025-09-20T06:52:00Z,1.4762,25,-11.2639,0.011
N009-IMG-0152,STD_012,R,2025-09-20T07:59:00Z,1.8595,25,-11.2927,0.011
N009-IMG-0153,STD_013,R,2025-09-20T05:06:00Z,1.0571,25,-10.1638,0.011
N009-IMG-0154,STD_013,R,2025-09-20T06:13:00Z,1.4762,25,-10.1853,0.011
N009-IMG-0155,STD_013,R,2025-09-20T07:20:00Z,1.8595,25,-10.215,0.011
N009-IMG-0156,STD_014,R,2025-09-20T05:27:00Z,1.0643,25,-10.684,0.011
N009-IMG-0157,STD_014,R,2025-09-20T06:34:00Z,1.469,25,-10.7135,0.011
N009-IMG-0158,STD_014,R,2025-09-20T07:41:00Z,1.8381,25,-10.7437,0.011
N009-IMG-0159,PROG_A1,R,2025-09-20T06:35:00Z,1.4588,45,-9.9077,0.011
N009-IMG-0160,PROG_A1,R,2025-09-20T07:40:00Z,1.8358,45,-9.7524,0.011
N009-IMG-0161,PROG_A2,R,2025-09-20T06:45:00Z,1.497,45,-9.567,0.011
N009-IMG-0162,PROG_A2,R,2025-09-20T07:50:00Z,1.8421,45,-9.5772,0.011
N009-IMG-0163,PROG_B1,R,2025-09-20T06:55:00Z,1.4397,45,-9.0932,0.011
N009-IMG-0164,PROG_B1,R,2025-09-20T07:00:00Z,1.8803,45,-9.117,0.011
N009-IMG-0165,PROG_B2,R,2025-09-20T06:05:00Z,1.4715,45,-9.8993,0.011
N009-IMG-0166,PROG_B2,R,2025-09-20T07:10:00Z,1.8421,45,-9.9327,0.011
N009-IMG-0167,PROG_C1,R,2025-09-20T06:15:00Z,1.4652,45,-10.2341,0.011
N009-IMG-0168,PROG_C1,R,2025-09-20T07:20:00Z,1.8676,45,-10.3187,0.011
N009-IMG-0169,PROG_C2,R,2025-09-20T06:25:00Z,1.4524,45,-9.3151,0.011
N009-IMG-0170,PROG_C2,R,2025-09-20T07:30:00Z,1.823,45,-9.3415,0.011
N009-IMG-0171,PROG_D1,R,2025-09-20T06:35:00Z,1.4588,45,-10.0935,0.011
N009-IMG-0172,PROG_D1,R,2025-09-20T07:40:00Z,1.8612,45,-10.1305,0.011
N009-IMG-0173,PROG_D2,R,2025-09-20T06:45:00Z,1.497,45,-10.0515,0.011
N009-IMG-0174,PROG_D2,R,2025-09-20T07:50:00Z,1.8421,45,-10.1421,0.011
