image_id,star_id,filter,time_utc,airmass,exposure_sec,instrumental_mag,mag_uncertainty
N002-IMG-0115,PROG_D2,V,2025-09-13T06:55:00Z,1.4715,60,-8.9013,0.01
N002-IMG-0116,PROG_D2,V,2025-09-13T07:00:00Z,1.8676,60,-8.7954,0.01
N002-IMG-0117,STD_001,R,2025-09-13T05:54:00Z,1.0929,25,-10.1754,0.01
N002-IMG-0118,STD_001,R,2025-09-13T06:01:00Z,1.4619,25,-10.1212,0.01
N002-IMG-0119,STD_001,R,2025-09-13T07:08:00Z,1.8167,25,-10.0836,0.01
N002-IMG-0120,STD_002,R,2025-09-13T05:15:00Z,1.0714,25,-10.8672,0.01
N002-IMG-0121,STD_002,R,2025-09-13T06:22:00Z,1.469,25,-10.8218,0.01
N002-IMG-0122,STD_002,R,2025-09-13T07:29:00Z,1.8238,25,-10.7985,0.01
N002-IMG-0123,STD_003,R,2025-09-13T05:36:00Z,1.0786,25,-11.2649,0.01
N002-IMG-0124,STD_003,R,2025-09-13T06:43:00Z,1.4333,25,-11.2185,0.01
N002-IMG-0125,STD_003,R,2025-09-13T07:50:00Z,1.8524,25,-11.1744,0.01
N002-IMG-0126,STD_004,R,2025-09-13T05:57:00Z,1.0929,25,-10.4599,0.01
N002-IMG-0127,STD_004,R,2025-09-13T06:04:00Z,1.4762,25,-10.4275,0.01
N002-IMG-0128,STD_004,R,2025-09-13T07:11:00Z,1.8452,25,-10.3677,0.01
N002-IMG-0129,STD_005,R,2025-09-13T05:18:00Z,1.0643,25,-9.8617,0.01
N002-IMG-0130,STD_005,R,2025-09-13T06:25:00Z,1.4476,25,-9.828,0.01
N002-IMG-0131,STD_005,R,2025-09-13T07:32:00Z,1.8167,25,-9.7782,0.01
N002-IMG-0132,STD_006,R,2025-09-13T05:39:00Z,1.0643,25,-12.0666,0.01
N002-IMG-0133,STD_006,R,2025-09-13T06:46:00Z,1.4476,25,-12.0364,0.01
N002-IMG-0134,STD_006,R,2025-09-13T07:53:00Z,1.8381,25,-11.9756,0.01
N002-IMG-0135,STD_007,R,2025-09-13T05:00:00Z,1.05,25,-10.9666,0.01
N002-IMG-0136,STD_007,R,2025-09-13T06:07:00Z,1.4548,25,-10.9409,0.01
N002-IMG-0137,STD_007,R,2025-09-13T07:14:00Z,1.8452,25,-10.8903,0.01
N002-IMG-0138,STD_008,R,2025-09-13T05:21:00Z,1.05,25,-9.5917,0.01
N002-IMG-0139,STD_008,R,2025-09-13T06:28:00Z,1.4548,25,-9.5477,0.01
N002-IMG-0140,STD_008,R,2025-09-13T07:35:00Z,1.8238,25,-9.4988,0.01
N002-IMG-0141,STD_009,R,2025-09-13T05:42:00Z,1.05,25,-12.2506,0.01
N002-IMG-0142,STD_009,R,2025-09-13T06:49:00Z,1.4548,25,-12.1844,0.01
N002-IMG-0143,STD_009,R,2025-09-13T07:56:00Z,1.8238,25,-12.1459,0.01
N002-IMG-0144,STD_010,R,2025-09-13T05:03:00Z,1.0857,25,-10.5604,0.01
N002-IMG-0145,STD_010,R,2025-09-13T06:10:00Z,1.4405,25,-10.5098,0.01
N002-IMG-0146,STD_010,R,2025-09-13T07:17:00Z,1.831,25,-10.4598,0.01
N002-IMG-0147,STD_011,R,2025-09-13T05:24:00Z,1.0786,25,-11.722,0.01
N002-IMG-0148,STD_011,R,2025-09-13T06:31:00Z,1.4476,25,-11.6882,0.01
N002-IMG-0149,STD_011,R,2025-09-13T07:38:00Z,1.831,25,-11.6395,0.01
N002-IMG-0150,STD_012,R,2025-09-13T05:45:00Z,1.05,25,-11.2124,0.01
N002-IMG-0151,STD_012,R,2025-09-13T06:52:00Z,1.4619,25,-11.1646,0.01
N002-IMG-0152,STD_012,R,2025-09-13T07:59:00Z,1.8524,25,-11.1273,0.01
N002-IMG-0153,STD_013,R,2025-09-13T05:06:00Z,1.0786,25,-10.1144,0.01
N002-IMG-0154,STD_013,R,2025-09-13T06:13:00Z,1.4333,25,-10.0838,0.01
N002-IMG-0155,STD_013,R,2025-09-13T07:20:00Z,1.8524,25,-10.0366,0.01
N002-IMG-0156,STD_014,R,2025-09-13T05:27:00Z,1.0929,25,-10.6196,0.01
N002-IMG-0157,STD_014,R,2025-09-13T06:34:00Z,1.4333,25,-10.6049,0.01
N002-IMG-0158,STD_014,R,2025-09-13T07:41:00Z,1.8381,25,-10.5635,0.01
N002-IMG-0159,PROG_A1,R,2025-09-13T06:35:00Z,1.4461,45,-8.7808,0.01
N002-IMG-0160,PROG_A1,R,2025-09-13T07:40:00Z,1.8548,45,-8.8222,0.01
N002-IMG-0161,PROG_A2,R,2025-09-13T06:45:00Z,1.4461,45,-9.4515,0.01
N002-IMG-0162,PROG_A2,R,2025-09-13T07:50:00Z,1.8612,45,-9.3901,0.01
N002-IMG-0163,PROG_B1,R,2025-09-13T06:55:00Z,1.4524,45,-8.9837,0.01
N002-IMG-0164,PROG_B1,R,2025-09-13T07:00:00Z,1.823,45,-8.952,0.01
N002-IMG-0165,PROG_B2,R,2025-09-13T06:05:00Z,1.4779,45,-9.7824,0.01
N002-IMG-0166,PROG_B2,R,2025-09-13T07:10:00Z,1.8803,45,-9.7385,0.01
N002-IMG-0167,PROG_C1,R,2025-09-13T06:15:00Z,1.4524,45,-10.1826,0.01
N002-IMG-0168,PROG_C1,R,2025-09-13T07:20:00Z,1.823,45,-10.3397,0.01
N002-IMG-0169,PROG_C2,R,2025-09-13T06:25:00Z,1.4779,45,-9.2212,0.01
N002-IMG-0170,PROG_C2,R,2025-09-13T07:30:00Z,1.8803,45,-9.1899,0.01
N002-IMG-0171,PROG_D1,R,2025-09-13T06:35:00Z,1.4461,45,-9.991,0.01
N002-IMG-0172,PROG_D1,R,2025-09-13T07:40:00Z,1.823,45,-9.9731,0.01
N002-IMG-0173,PROG_D2,R,2025-09-13T06:45:00Z,1.4461,45,-9.7361,0.01
N002-IMG-0174,PROG_D2,R,2025-09-13T07:50:00Z,1.8612,45,-9.6531,0.01
N002-IMG-0175,PROG_F1,B,2025-09-13T08:00:00Z,1.88,30,-10.131,0.016
N002-IMG-0176,PROG_F1,V,2025-09-13T08:05:00Z,1.91,30,-10.559,0.015
N002-IMG-0177,PROG_F1,R,2025-09-13T08:10:00Z,1.94,30,-10.901,0.014
