time_s,amplitude
0.1337890625,2.5435249322
0.1347656250,1.5842190251
0.1357421875,-1.6701794549
0.1367187500,-2.4533379364
0.1376953125,-0.5505658361
0.1386718750,0.4263709347
0.1396484375,-0.6474450548
0.1406250000,1.2246806506
0.1416015625,0.9444760040
0.1425781250,2.4378813671
0.1435546875,4.3227526134
0.1445312500,0.5720241864
0.1455078125,-1.1037670531
0.1464843750,-1.5956499241
0.1474609375,-1.3138391940
0.1484375000,-0.3064478662
0.1494140625,0.8129645781
0.1503906250,-0.3857271616
0.1513671875,0.6046382759
0.1523437500,3.9877187883
0.1533203125,2.3805589554
0.1542968750,2.0536836747
0.1552734375,-0.2775012440
0.1562500000,-2.6772419748
0.1572265625,-0.8190140602
0.1582031250,0.1469057830
0.1591796875,-0.4195857702
0.1601562500,-0.3318991104
0.1611328125,1.5705196425
0.1621093750,1.7123822961
0.1630859375,3.9542213014
0.1640625000,2.6604233574
0.1650390625,-1.5092475501
0.1660156250,-0.8811329734
0.1669921875,-1.3512413250
0.1679687500,-0.6731777096
0.1689453125,0.2172873652
0.1699218750,-0.2307471109
0.1708984375,-0.1346474767
0.1718750000,2.8571184025
0.1728515625,4.0015266224
0.1738281250,1.3973081234
0.1748046875,1.0583598312
0.1757812500,-1.9206694205
0.1767578125,-1.7505870490
0.1777343750,0.5344207032
0.1787109375,-0.7506091878
0.1796875000,-0.7567280066
0.1806640625,0.5641881739
0.1816406250,2.2099648689
0.1826171875,2.9548331473
0.1835937500,3.7025767104
0.1845703125,-0.0427408475
0.1855468750,-1.8374471433
0.1865234375,-0.0959454076
0.1875000000,-1.3536079305
0.1884765625,-0.1299219989
0.1894531250,-0.3269106659
0.1904296875,-0.6365950631
0.1914062500,1.8762318559
0.1923828125,4.0838889136
0.1933593750,2.6552718786
0.1943359375,0.4624593053
0.1953125000,-0.0677993033
0.1962890625,-2.2423735409
0.1972656250,-0.0265846200
0.1982421875,0.1072197366
0.1992187500,-1.8704691536
0.2001953125,0.1755483818
0.2011718750,1.6135249220
0.2021484375,3.0663000428
0.2031250000,3.3801469229
0.2041015625,1.6790079509
0.2050781250,-1.6426174910
0.2060546875,-0.6426021612
0.2070312500,0.0277951106
0.2080078125,-1.5546475952
0.2089843750,-0.0232925796
0.2099609375,-1.0378981156
0.2109375000,0.7499998598
0.2119140625,3.9150905555
0.2128906250,3.3074402246
0.2138671875,1.1085851366
0.2148437500,-0.0986930902
0.2158203125,-0.7374606849
0.2167968750,-1.3332524705
0.2177734375,0.6327927636
0.2187500000,-1.5830444808
0.2197265625,-1.5278365836
0.2207031250,1.8355725840
0.2216796875,2.3420882462
0.2226562500,3.6153717335
0.2236328125,2.2539506467
0.2246093750,-0.4144922435
0.2255859375,-1.1905101389
0.2265625000,0.4019390971
0.2275390625,-0.8368056754
0.2285156250,-1.6175399930
0.2294921875,-0.1864156753
0.2304687500,-0.6405500848
0.2314453125,3.1863659759
0.2324218750,4.0807316224
0.2333984375,1.4403341720
0.2343750000,0.4140107386
0.2353515625,-0.3483149438
0.2363281250,-0.6823408175
0.2373046875,-0.4582079711
0.2382812500,-0.4130712703
0.2392578125,-2.5520350840
0.2402343750,0.5047201480
0.2412109375,3.0016142185
0.2421875000,2.5706778223
0.2431640625,3.2872517697
0.2441406250,0.2762176053
0.2451171875,-0.8591654574
0.2460937500,0.1591736987
0.2470703125,-0.0193718182
0.2480468750,-1.8829627491
0.2490234375,-1.2858500284
0.2500000000,-0.0021179759
0.2509765625,1.1155291733
0.2519531250,4.6796023393
0.2529296875,2.2439273931
0.2539062500,0.2697538717
0.2548828125,0.5601447089
0.2558593750,-0.5049417325
0.2568359375,-0.3055605832
0.2578125000,-0.7673849660
0.2587890625,-1.8703797404
0.2597656250,-1.4328277507
0.2607421875,2.7806712641
0.2617187500,2.9836492117
0.2626953125,2.3957775261
0.2636718750,2.0938650699
0.2646484375,-0.9965171918
0.2656250000,0.3215598232
0.2666015625,0.4222351657
0.2675781250,-1.5293204207
0.2685546875,-2.0784257496
0.2695312500,-0.5398810150
0.2705078125,0.9716165954
0.2714843750,3.0261358653
0.2724609375,3.9900560228
0.2734375000,0.1586094689
0.2744140625,0.6298735566
0.2753906250,0.6797951059
0.2763671875,-0.7154682133
0.2773437500,-0.3575726042
0.2783203125,-2.0229181220
0.2792968750,-1.8333622634
0.2802734375,1.0826922847
0.2812500000,3.6610409708
0.2822265625,2.1697507026
0.2832031250,2.0044018584
0.2841796875,0.7863734082
0.2851562500,-0.7023896400
0.2861328125,1.3900221321
0.2871093750,-1.1061157048
0.2880859375,-2.5206479713
0.2890625000,-1.1824627074
0.2900390625,0.4788210227
0.2910156250,2.3946888687
0.2919921875,3.5436588782
0.2929687500,1.9201892563
0.2939453125,-0.3538259877
0.2949218750,1.6565180603
0.2958984375,0.0564564175
0.2968750000,-1.0178556773
0.2978515625,-1.1303843096
0.2988281250,-2.7361207514
0.2998046875,0.1942820990
0.3007812500,2.9350488570
0.3017578125,2.9035625482
0.3027343750,1.4737474145
0.3037109375,1.5798630248
0.3046875000,0.2180569200
0.3056640625,0.3982376453
0.3066406250,0.7281740950
0.3076171875,-3.1050292711
0.3085937500,-1.8434428838
0.3095703125,0.1307596798
0.3105468750,1.5501961735
0.3115234375,3.2915249550
0.3125000000,2.3629607345
0.3134765625,0.5099263782
0.3144531250,0.7562618180
0.3154296875,1.8069123430
0.3164062500,-1.1700808805
0.3173828125,-1.3674957251
0.3183593750,-2.0050900018
0.3193359375,-1.6883351787
0.3203125000,2.6977236696
0.3212890625,2.7791718217
0.3222656250,1.7554064959
0.3232421875,1.3899351970
0.3242187500,1.2843954145
0.3251953125,0.4646735585
0.3261718750,0.6730866163
0.3271484375,-1.4164876077
0.3281250000,-3.5967072186
0.3291015625,0.0637796086
0.3300781250,1.0202453471
0.3310546875,2.3884342555
0.3320312500,2.9618564806
0.3330078125,0.8051321110
0.3339843750,0.9373915477
0.3349609375,1.7993444521
0.3359375000,0.4939084079
0.3369140625,-2.2322855160
0.3378906250,-1.5953452372
0.3388671875,-1.9608520247
0.3398437500,0.7052828081
0.3408203125,3.6399535083
0.3417968750,1.2886521209
0.3427734375,1.5655488132
0.3437500000,1.6278838121
0.3447265625,1.1652937140
0.3457031250,0.6643815675
0.3466796875,-0.6436864524
0.3476562500,-3.1173514182
0.3486328125,-1.9775257208
0.3496093750,1.6977181049
0.3505859375,1.2325005655
0.3515625000,2.7322252296
0.3525390625,1.7666450511
0.3535156250,0.4989986930
0.3544921875,2.3064226003
0.3554687500,1.1707967614
0.3564453125,-1.3564150265
0.3574218750,-2.5130167334
0.3583984375,-1.4113364962
0.3593750000,-0.6494018168
0.3603515625,2.6763826524
0.3613281250,2.5203127662
0.3623046875,0.3646468184
0.3632812500,2.4245164284
0.3642578125,1.5612884518
0.3652343750,1.0292468500
0.3662109375,-0.1111077115
0.3671875000,-2.5365701754
0.3681640625,-2.7278518344
0.3691406250,0.3930003452
0.3701171875,2.0177485174
0.3710937500,1.1532133880
0.3720703125,2.5697395875
0.3730468750,0.8749072104
0.3740234375,1.6679495194
0.3750000000,2.6035276180
0.3759765625,-0.9613800145
0.3769531250,-2.2999931917
0.3779296875,-2.0313642147
0.3789062500,-0.6229956520
0.3798828125,1.0889909627
0.3808593750,2.8385159055
0.3818359375,0.8579654006
0.3828125000,1.1262424582
0.3837890625,3.1901016332
0.3847656250,0.8918487801
0.3857421875,0.5331267102
0.3867187500,-1.7755202256
0.3876953125,-3.1564527581
0.3886718750,-0.5849340992
0.3896484375,1.6076212092
0.3906250000,1.3715533984
0.3916015625,1.2715688609
0.3925781250,2.2548475665
0.3935546875,1.0924583622
0.3945312500,2.8366686849
0.3955078125,0.8410300323
0.3964843750,-2.8365875796
0.3974609375,-1.7989042267
0.3984375000,-1.2564549927
0.3994140625,0.5614609032
0.4003906250,1.9389295948
0.4013671875,1.6076848792
0.4023437500,0.5852819600
0.4033203125,2.7845448531
0.4042968750,2.7472049480
0.4052734375,-0.1420377529
0.4062500000,-0.4426506467
0.4072265625,-3.1262823153
0.4082031250,-1.7239976495
0.4091796875,1.3251694998
0.4101562500,1.1163153746
0.4111328125,0.9606452155
0.4121093750,1.7058916229
0.4130859375,2.2405148363
0.4140625000,1.9518124297
0.4150390625,2.3463120279
0.4160156250,-1.8507774484
0.4169921875,-2.9030964756
0.4179687500,-0.6235102269
0.4189453125,-0.6018841131
0.4199218750,1.5414690522
0.4208984375,1.4322074080
0.4218750000,0.7803073323
0.4228515625,2.0222001372
0.4238281250,3.5193658174
0.4248046875,1.1282477498
0.4257812500,-1.0766059988
0.4267578125,-1.4948760728
0.4277343750,-2.9735165840
0.4287109375,0.5942748578
0.4296875000,1.3984214708
0.4306640625,0.1614779105
0.4316406250,1.5298204239
0.4326171875,2.2042536407
0.4335937500,2.5748136354
0.4345703125,2.1074289223
0.4355468750,0.1453607442
0.4365234375,-3.3297809969
0.4375000000,-1.3413242170
0.4384765625,0.0543658394
0.4394531250,-0.1532402281
0.4404296875,1.8097036698
0.4414062500,0.4946342207
0.4423828125,1.6391219284
0.4433593750,3.5441129992
0.4443359375,2.3792818867
0.4453125000,-0.6002209551
0.4462890625,-1.6084542623
0.4472656250,-1.9168068792
0.4482421875,-1.4045471836
0.4492187500,1.8163912014
0.4501953125,0.0285477239
0.4511718750,0.3715098600
0.4521484375,2.6637318697
0.4531250000,2.4533476793
0.4541015625,2.7118648579
0.4550781250,0.7500107176
0.4560546875,-2.0423753272
0.4570312500,-2.5978028236
0.4580078125,0.2246895755
0.4589843750,-0.1666563446
0.4599609375,0.2252543802
0.4609375000,1.5001392990
0.4619140625,0.5320747352
0.4628906250,3.5452957583
0.4638671875,3.2834720271
0.4648437500,0.2225149376
0.4658203125,-1.4321115712
0.4667968750,-1.6967284954
0.4677734375,-1.3700323758
0.4687500000,0.1901034682
0.4697265625,1.1625115358
0.4707031250,-0.8653056041
0.4716796875,2.0394479074
0.4726562500,3.3100198616
0.4736328125,2.2991435441
0.4746093750,1.9906524276
0.4755859375,-1.4100398960
0.4765625000,-2.4176863885
0.4775390625,-0.7675426613
0.4785156250,0.4395789705
0.4794921875,-0.6598601992
0.4804687500,0.6781040235
0.4814453125,1.3486365177
0.4824218750,1.9127870931
0.4833984375,4.5308024593
0.4843750000,1.0832738491
0.4853515625,-1.2076952652
0.4863281250,-1.3071034049
0.4873046875,-1.4467055386
0.4882812500,-0.3379360532
0.4892578125,0.4810924985
0.4902343750,-0.1433547846
0.4912109375,0.1150563241
0.4921875000,3.8543054396
0.4931640625,2.8574009936
0.4941406250,1.7484143025
0.4951171875,0.4026648128
0.4960937500,-2.7127696674
0.4970703125,-0.9411749812
0.4980468750,0.1435348121
0.4990234375,-0.4617452509
0.5000000000,-0.5485281374
0.5009765625,1.2821706065
0.5019531250,1.9495125835
0.5029296875,3.4507316683
0.5039062500,3.3285278643
0.5048828125,-1.3254463604
0.5058593750,-1.0329713340
0.5068359375,-0.9639046747
0.5078125000,-1.0220740938
0.5087890625,0.2387105920
0.5097656250,-0.4039938034
0.5107421875,-0.1653777309
0.5117187500,2.3698648330
0.5126953125,4.2738705383
0.5136718750,1.6442700010
0.5146484375,0.9212837576
0.5156250000,-1.1924648206
0.5166015625,-2.1949393946
0.5175781250,0.6252135222
0.5185546875,-0.6896740582
0.5195312500,-1.0310419070
0.5205078125,0.3936352955
0.5214843750,2.0479599565
0.5224609375,3.0158885549
0.5234375000,3.5400568815
0.5244140625,0.7356170762
0.5253906250,-2.0808552638
0.5263671875,-0.0022749946
0.5273437500,-1.0718142242
0.5283203125,-0.6299457392
0.5292968750,-0.0898712786
0.5302734375,-0.9620616265
0.5312500000,1.6746943531
0.5322265625,3.9135516284
0.5332031250,3.0507370310
0.5341796875,0.5018941680
0.5351562500,0.0688935181
0.5361328125,-1.7866302649
0.5371093750,-0.6200698145
0.5380859375,0.5515615124
0.5390625000,-2.0929521911
0.5400390625,-0.1827798133
0.5410156250,1.6076743766
0.5419921875,2.8497239107
0.5429687500,3.5081234974
0.5439453125,1.8420278688
0.5449218750,-1.1418931242
0.5458984375,-1.0367189742
0.5468750000,0.4240955004
0.5478515625,-1.6015667132
0.5488281250,-0.4249805843
0.5498046875,-0.7234951222
0.5507812500,0.1097094997
0.5517578125,3.9180048757
0.5527343750,3.4041933549
0.5537109375,1.3703351057
0.5546875000,-0.0592478763
0.5556640625,-0.4747872560
0.5566406250,-1.2435455638
0.5576171875,0.2594060964
0.5585937500,-1.0465015204
0.5595703125,-2.1751137062
0.5605468750,1.7065639747
0.5615234375,2.3683892700
0.5625000000,3.3603113502
0.5634765625,2.6519495224
0.5644531250,-0.2565154529
0.5654296875,-1.0102961623
0.5664062500,0.1971204825
0.5673828125,-0.3840249299
0.5683593750,-1.9866603286
0.5693359375,-0.3187006643
0.5703125000,-0.5489297809
0.5712890625,2.4464691521
0.5722656250,4.5195691809
0.5732421875,1.4706485638
0.5742187500,0.5741048664
0.5751953125,-0.1841945283
0.5761718750,-0.5329420843
0.5771484375,-0.5191168556
0.5781250000,-0.4741323016
0.5791015625,-2.3172895658
0.5800781250,-0.3214083075
0.5810546875,3.2411277822
0.5820312500,2.4208445994
0.5830078125,3.2143666555
0.5839843750,0.8437874699
0.5849609375,-0.9857213782
0.5859375000,0.3247578215
0.5869140625,0.0024768378
0.5878906250,-1.6558671109
0.5888671875,-1.7505269120
0.5898437500,0.0485402543
0.5908203125,0.8596574467
0.5917968750,4.2457172895
0.5927734375,2.9389387314
0.5937500000,0.0004309255
0.5947265625,0.8628503536
0.5957031250,-0.3335116827
0.5966796875,-0.3288078270
0.5976562500,-0.7139815905
0.5986328125,-1.8879371447
0.5996093750,-1.6090283715
0.6005859375,2.1720857041
0.6015625000,3.4166986774
0.6025390625,2.0450920051
0.6035156250,2.3801081523
0.6044921875,-0.5925104215
0.6054687500,-0.0039884580
0.6064453125,0.8518916794
0.6074218750,-1.5667831743
0.6083984375,-2.1002690531
0.6093750000,-0.9033896876
0.6103515625,0.9773763091
0.6113281250,2.6304898519
0.6123046875,4.0483912738
0.6132812500,0.6934646461
0.6142578125,0.1898397235
0.6152343750,1.2665344086
0.6162109375,-0.7643898320
0.6171875000,-0.3675714598
0.6181640625,-1.8572668795
0.6191406250,-2.1203519809
0.6201171875,0.7817299902
0.6210937500,3.4266161652
0.6220703125,2.5112129851
0.6230468750,1.6526945814
0.6240234375,1.3447440292
0.6250000000,-0.6863703305
0.6259765625,1.2283393163
0.6269531250,-0.5018232911
0.6279296875,-2.8893690350
0.6289062500,-1.2200126345
0.6298828125,0.1849895743
0.6308593750,2.2687338479
0.6318359375,3.3369764751
0.6328125000,2.2519682676
0.6337890625,-0.2055861459
0.6347656250,1.3948420585
0.6357421875,0.7736209582
0.6367187500,-1.3594791713
0.6376953125,-0.9196098832
0.6386718750,-2.7407374203
0.6396484375,-0.3463619048
0.6406250000,2.8753095275
0.6416015625,2.8408307467
0.6425781250,1.6360073515
0.6435546875,1.4295489124
0.6445312500,0.7665501319
0.6455078125,0.1472541099
0.6464843750,0.9707870535
0.6474609375,-2.7150865494
0.6484375000,-2.4838860666
0.6494140625,0.2841441068
0.6503906250,1.1461137268
0.6513671875,3.2088679765
0.6523437500,2.4394029874
0.6533203125,0.7376207001
0.6542968750,0.6958026646
0.6552734375,1.9129965734
0.6562500000,-0.6293924019
0.6572265625,-1.8292326887
0.6582031250,-1.6040676228
0.6591796875,-2.1087109223
0.6601562500,2.2629914371
0.6611328125,3.0109893956
0.6621093750,1.5720779860
0.6630859375,1.5492439293
0.6640625000,1.3160923536
0.6650390625,0.8169824565
0.6660156250,0.4827063003
0.6669921875,-0.9263749299
0.6679687500,-3.7066336384
0.6689453125,-0.5059668929
0.6699218750,1.3080154356
0.6708984375,1.8040557935
0.6718750000,3.1687511073
0.6728515625,0.9209163590
0.6738281250,0.9371619916
0.6748046875,1.8859516425
0.6757812500,0.8003137141
0.6767578125,-2.0209283870
0.6777343750,-1.9490850378
0.6787109375,-1.6295886629
0.6796875000,-0.0386625361
0.6806640625,3.6470282341
0.6816406250,1.5015714436
0.6826171875,1.2286672655
0.6835937500,1.9875378330
0.6845703125,1.1723153055
0.6855468750,0.9140556713
0.6865234375,-0.6090860519
0.6875000000,-2.7777629194
0.6884765625,-2.4717954556
0.6894531250,1.4721397305
0.6904296875,1.4067145758
0.6914062500,2.1373016786
0.6923828125,2.2876294829
0.6933593750,0.3464836795
0.6943359375,2.3348614824
0.6953125000,1.5242547406
0.6962890625,-1.1799044555
0.6972656250,-2.5033810079
0.6982421875,-1.6202516972
0.6992187500,-0.5978002096
0.7001953125,1.9803816151
0.7011718750,2.9287070892
0.7021484375,0.2366289544
0.7031250000,2.2042835800
0.7041015625,2.0913697927
0.7050781250,0.8699025659
0.7060546875,0.2706373953
0.7070312500,-2.4667881656
0.7080078125,-2.7564368478
0.7089843750,-0.0981503542
0.7099609375,2.0770089013
0.7109375000,1.0612070493
0.7119140625,2.2185927905
0.7128906250,1.4549814864
0.7138671875,1.2307671879
0.7148437500,2.9972321558
0.7158203125,-0.6038250572
0.7167968750,-2.3859695735
0.7177734375,-2.0009345533
0.7187500000,-0.8576761357
0.7197265625,0.9388181313
0.7207031250,2.4741658997
0.7216796875,1.2989162259
0.7226562500,0.6812790237
0.7236328125,3.3603289560
0.7246093750,1.3413364144
0.7255859375,0.3052984897
0.7265625000,-1.1967130092
0.7275390625,-3.3862572244
0.7285156250,-0.7911472132
0.7294921875,1.3695678588
0.7304687500,1.4293230178
0.7314453125,1.0259112913
0.7324218750,2.2225859034
0.7333984375,1.4534703603
0.7343750000,2.4288675061
0.7353515625,1.6170793036
0.7363281250,-2.8425870920
0.7373046875,-1.9542402789
0.7382812500,-1.1614948999
0.7392578125,0.1566007848
0.7402343750,1.8708388574
0.7412109375,1.4934098980
0.7421875000,0.7601677366
0.7431640625,2.3693624342
0.7441406250,3.2820841561
0.7451171875,0.0177448494
0.7460937500,-0.5112250347
0.7470703125,-2.5815594157
0.7480468750,-2.3459491208
0.7490234375,1.3237767916
0.7500000000,1.0021179759
0.7509765625,0.8465440635
0.7519531250,1.5493095305
0.7529296875,2.3570038408
0.7539062500,2.0822974644
0.7548828125,2.2812758992
0.7558593750,-1.0533600289
0.7568359375,-3.3510536206
0.7578125000,-0.5634605930
0.7587890625,-0.6246443760
0.7597656250,1.0572687453
0.7607421875,1.6147630352
0.7617187500,0.5909169585
0.7626953125,2.0166707239
0.7636718750,3.4310628395
0.7646484375,1.7277528320
0.7656250000,-1.1644380679
0.7666015625,-1.3160396980
0.7675781250,-2.7739971052
0.7685546875,-0.1338515176
0.7695312500,1.7511080820
0.7705078125,-0.1547687789
0.7714843750,1.3825513409
0.7724609375,2.2330068770
0.7734375000,2.6361644431
0.7744140625,2.2553380925
0.7753906250,0.3933607232
0.7763671875,-2.8988113894
0.7773437500,-1.9390781530
0.7783203125,0.3819136498
0.7792968750,-0.4763762202
0.7802734375,1.5063261676
0.7812500000,0.7796796457
0.7822265625,1.1983910870
0.7832031250,3.7148201856
0.7841796875,2.5549123339
0.7851562500,-0.1961494256
0.7861328125,-1.7293744565
0.7871093750,-1.6563060062
0.7880859375,-1.6130353748
0.7890625000,1.3712557983
0.7900390625,0.4820681916
0.7910156250,-0.2732459350
0.7919921875,2.7674255648
0.7929687500,2.5188037988
0.7939453125,2.7257907535
0.7949218750,1.1161968649
0.7958984375,-1.8268341611
0.7968750000,-2.5665748256
0.7978515625,-0.1725446876
0.7988281250,0.1938887402
0.7998046875,-0.3502120959
0.8007812500,1.5332205062
0.8017578125,0.6094694125
0.8027343750,3.0562182134
0.8037109375,3.8424149715
0.8046875000,0.3254876426
0.8056640625,-1.1955584330
0.8066406250,-1.7299296531
0.8076171875,-1.2664891254
0.8085937500,-0.1700906507
0.8095703125,1.0991208075
0.8105468750,-0.6954252380
0.8115234375,1.3101924995
0.8125000000,3.7684101154
0.8134765625,2.1951050813
0.8144531250,2.1671296540
0.8154296875,-0.9364868009
0.8164062500,-2.5200336628
0.8173828125,-0.8160046877
0.8183593750,0.2935536892
0.8193359375,-0.5228812293
0.8203125000,0.0976668731
0.8212890625,1.6010260290
0.8222656250,1.6592578386
0.8232421875,4.3815802390
0.8242187500,1.8359602919
0.8251953125,-1.4089850323
0.8261718750,-1.0075567313
0.8271484375,-1.5059553737
0.8281250000,-0.4291622911
0.8291015625,0.2668120746
0.8300781250,-0.0975136718
0.8310546875,-0.0997547279
0.8320312500,3.4179548674
0.8330078125,3.4724841439
0.8339843750,1.4610351253
0.8349609375,0.8929206414
0.8359375000,-2.4704241189
0.8369140625,-1.2711797147
0.8378906250,0.3108849551
0.8388671875,-0.6206570134
0.8398437500,-0.6363751349
0.8408203125,0.8883431842
0.8417968750,2.1685097189
0.8427734375,3.0826979356
0.8437500000,3.6787505646
0.8447265625,-0.8007890434
0.8457031250,-1.4138679068
0.8466796875,-0.4744932031
0.8476562500,-1.3097703575
0.8486328125,0.1640194684
0.8496093750,-0.4581046701
0.8505859375,-0.3296092504
0.8515625000,2.0581087032
0.8525390625,4.2622806923
0.8535156250,2.1258641775
0.8544921875,0.6500903430
0.8554687500,-0.5093710797
0.8564453125,-2.3958864994
0.8574218750,0.4391280148
0.8583984375,-0.3739702545
0.8593750000,-1.4505883613
0.8603515625,0.3174243073
0.8613281250,1.7940537194
0.8623046875,3.1055289010
0.8632812500,3.3883006793
0.8642578125,1.3352700449
0.8652343750,-2.0083079336
0.8662109375,-0.2268310748
0.8671875000,-0.5433983707
0.8681640625,-1.1781667541
0.8691406250,0.0698337669
0.8701171875,-1.1312753183
0.8710937500,1.3098654209
0.8720703125,3.8650469447
0.8730468750,3.2428829480
0.8740234375,0.7627632648
0.8750000000,-0.0035276180
0.8759765625,-1.2143727326
0.8769531250,-1.1145691714
0.8779296875,0.7559422206
0.8789062500,-1.9890718124
0.8798828125,-0.7910342725
0.8808593750,1.7371401602
0.8818359375,2.5496940565
0.8828125000,3.6400712389
0.8837890625,1.9882839384
0.8847656250,-0.6970660681
0.8857421875,-1.2334588507
0.8867187500,0.5329672186
0.8876953125,-1.3132077994
0.8886718750,-1.0283084180
0.8896484375,-0.3666241707
0.8906250000,-0.4100761176
0.8916015625,3.7019529104
0.8925781250,3.6616273646
0.8935546875,1.4620115330
0.8945312500,0.1470344148
0.8955078125,-0.3939710122
0.8964843750,-0.9642098017
0.8974609375,-0.1697605795
0.8984375000,-0.6049679729
0.8994140625,-2.5377298804
0.9003906250,1.2445252792
0.9013671875,2.6364796404
0.9023437500,2.9490740777
0.9033203125,3.0579714203
0.9042968750,-0.0762505399
0.9052734375,-0.8611526866
0.9062500000,0.0924307740
0.9072265625,-0.1076920750
0.9082031250,-2.0507548557
0.9091796875,-0.7400583452
0.9101562500,-0.2632705787
0.9111328125,1.6832284901
0.9121093750,4.7698981206
0.9130859375,1.7199623238
0.9140625000,0.5162337234
0.9150390625,0.1496232375
0.9160156250,-0.5163903145
0.9169921875,-0.4155127142
0.9179687500,-0.6522011109
0.9189453125,-2.0312890839
0.9199218750,-1.0112787715
0.9208984375,3.1783652343
0.9218750000,2.5848594181
0.9228515625,2.8609739217
0.9238281250,1.5186357064
0.9248046875,-1.0932738219
0.9257812500,0.4257878106
0.9267578125,0.1205970992
0.9277343750,-1.5252311612
0.9287109375,-2.0080536707
0.9296875000,-0.1637535042
0.9306640625,0.8692361935
0.9316406250,3.6204721435
0.9326171875,3.5905696000
0.9335937500,-0.0808445519
0.9345703125,0.8966986796
0.9355468750,0.0829119006
0.9365234375,-0.5058660488
0.9375000000,-0.5273049331
0.9384765625,-1.9933268901
0.9394531250,-1.6871076637
0.9404296875,1.5538788773
0.9414062500,3.6759158717
0.9423828125,1.9676833285
0.9433593750,2.3159603227
0.9443359375,0.0653278376
0.9453125000,-0.4169570583
0.9462890625,1.2367555951
